		=== g++: Unexpected fails for rv32imac_zba_zbb_zbc_zbs ilp32 medlow  ===
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++20 (test for excess errors)
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++26 (test for excess errors)
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++98 (test for excess errors)
FAIL: g++.dg/gcov/gcov-13.C  -std=gnu++98  line 28: is #####:should be 1
FAIL: g++.dg/gcov/gcov-13.C  -std=gnu++98  line 33: is =====:should be 1
FAIL: g++.dg/gcov/gcov-13.C  -std=gnu++98  line 36: is #####:should be 1
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++20  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++20  line 13: is #####:should be 1
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++20  line 9: is #####:should be 1
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++26  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++26  line 13: is #####:should be 1
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++26  line 9: is #####:should be 1
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++98  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++98  line 13: is #####:should be 1
FAIL: g++.dg/gcov/gcov-14.C  -std=gnu++98  line 9: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++20  gcov: 6 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++20  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++20  line 18: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++20  line 20: is =====:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++20  line 22: is =====:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++20  line 5: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++20  line 7: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++26  gcov: 6 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++26  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++26  line 18: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++26  line 20: is =====:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++26  line 22: is =====:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++26  line 5: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++26  line 7: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++98  gcov: 6 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++98  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++98  line 18: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++98  line 20: is =====:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++98  line 22: is =====:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++98  line 5: is #####:should be 1
FAIL: g++.dg/gcov/gcov-15.C  -std=gnu++98  line 7: is #####:should be 1
FAIL: g++.dg/gcov/gcov-18.C   gcov: 0 failures in line counts, 0 in branch percentages, 77 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-18.C   line 109: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 109: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 109: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 110: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 130: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 130: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 130: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 131: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 141: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 141: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 141: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 142: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 154: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 154: unexpected summary - expected 2/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 154: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 154: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 162: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 162: unexpected summary - expected 3/4, got 0/4
FAIL: g++.dg/gcov/gcov-18.C   line 162: unexpected summary 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 162: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 162: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 162: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 162: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 162: unexpected uncovered term 1 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 168: coverage summary not found; expected 3/4
FAIL: g++.dg/gcov/gcov-18.C   line 168: unexpected summary - expected 3/4, got 0/4
FAIL: g++.dg/gcov/gcov-18.C   line 168: unexpected summary 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 168: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 168: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 168: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 168: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 168: unexpected uncovered term 1 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 177: coverage summary not found; expected 3/4
FAIL: g++.dg/gcov/gcov-18.C   line 177: unexpected summary - expected 2/4, got 0/4
FAIL: g++.dg/gcov/gcov-18.C   line 177: unexpected summary 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 177: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 177: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 177: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 177: unexpected uncovered term 1 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 193: coverage summary not found; expected 2/4
FAIL: g++.dg/gcov/gcov-18.C   line 194: coverage summary not found; expected 2/4
FAIL: g++.dg/gcov/gcov-18.C   line 196: coverage summary not found; expected 2/4
FAIL: g++.dg/gcov/gcov-18.C   line 196: unexpected summary - expected 2/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 196: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 196: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 202: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 202: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 202: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 203: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 208: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 208: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 208: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 217: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 217: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 217: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 218: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 228: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 228: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 228: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 229: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 25: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 25: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 26: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 40: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 40: unexpected summary - expected 2/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 40: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 40: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 50: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 50: unexpected summary - expected 2/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 50: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 50: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 53: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 53: unexpected summary - expected 2/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 53: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 53: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 56: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 57: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 71: coverage summary not found; expected 2/2
FAIL: g++.dg/gcov/gcov-18.C   line 71: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 71: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-18.C   line 78: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 78: unexpected summary - expected 1/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 78: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 79: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 93: coverage summary not found; expected 1/2
FAIL: g++.dg/gcov/gcov-18.C   line 93: unexpected summary - expected 2/2, got 0/2
FAIL: g++.dg/gcov/gcov-18.C   line 93: unexpected uncovered term 0 (false)
FAIL: g++.dg/gcov/gcov-18.C   line 93: unexpected uncovered term 0 (true)
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++20  gcov: 6 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++20  line 10: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++20  line 15: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++20  line 23: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++20  line 24: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++20  line 25: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++20  line 29: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++26  gcov: 6 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++26  line 10: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++26  line 15: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++26  line 23: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++26  line 24: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++26  line 25: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++26  line 29: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++98  gcov: 6 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++98  line 10: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++98  line 15: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++98  line 23: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++98  line 24: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++98  line 25: is #####:should be 1
FAIL: g++.dg/gcov/gcov-2.C  -std=gnu++98  line 29: is #####:should be 1
FAIL: g++.dg/gcov/gcov-3.C  -std=gnu++20  gcov: 1 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-3.C  -std=gnu++20  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-3.C  -std=gnu++26  gcov: 1 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-3.C  -std=gnu++26  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-3.C  -std=gnu++98  gcov: 1 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-3.C  -std=gnu++98  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++20  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++20  line 26: is #####:should be 1
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++20  line 35: is #####:should be 1
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++26  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++26  line 26: is #####:should be 1
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++26  line 35: is #####:should be 1
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++98  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++98  line 26: is #####:should be 1
FAIL: g++.dg/gcov/gcov-5.C  -std=gnu++98  line 35: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++20  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++20  line 10: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++20  line 13: is #####:should be 100
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++20 execution test
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++26  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++26  line 10: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++26  line 13: is #####:should be 100
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++26 execution test
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++98  gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++98  line 10: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++98  line 13: is #####:should be 100
FAIL: g++.dg/gcov/gcov-dump-1.C  -std=gnu++98 execution test
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++20  gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++20  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++20  line 17: is #####:should be 100
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++20  line 26: is #####:should be 10001
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++20  line 29: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++20 execution test
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++26  gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++26  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++26  line 17: is #####:should be 100
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++26  line 26: is #####:should be 10001
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++26  line 29: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++26 execution test
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++98  gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++98  line 14: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++98  line 17: is #####:should be 100
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++98  line 26: is #####:should be 10001
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++98  line 29: is #####:should be 1
FAIL: g++.dg/gcov/gcov-dump-2.C  -std=gnu++98 execution test
FAIL: g++.dg/gcov/loop.C  -std=gnu++20  gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/loop.C  -std=gnu++20  line 21: is #####:should be 7.0k
FAIL: g++.dg/gcov/loop.C  -std=gnu++20  line 24: is #####:should be 1
FAIL: g++.dg/gcov/loop.C  -std=gnu++20  line 5: is #####:should be 14.0k
FAIL: g++.dg/gcov/loop.C  -std=gnu++20  line 9: is #####:should be 21.0M
FAIL: g++.dg/gcov/loop.C  -std=gnu++26  gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/loop.C  -std=gnu++26  line 21: is #####:should be 7.0k
FAIL: g++.dg/gcov/loop.C  -std=gnu++26  line 24: is #####:should be 1
FAIL: g++.dg/gcov/loop.C  -std=gnu++26  line 5: is #####:should be 14.0k
FAIL: g++.dg/gcov/loop.C  -std=gnu++26  line 9: is #####:should be 21.0M
FAIL: g++.dg/gcov/loop.C  -std=gnu++98  gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/loop.C  -std=gnu++98  line 21: is #####:should be 7.0k
FAIL: g++.dg/gcov/loop.C  -std=gnu++98  line 24: is #####:should be 1
FAIL: g++.dg/gcov/loop.C  -std=gnu++98  line 5: is #####:should be 14.0k
FAIL: g++.dg/gcov/loop.C  -std=gnu++98  line 9: is #####:should be 21.0M
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  gcov: 12 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 14: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 21: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 23: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 37: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 43: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 48: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 53: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 58: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 63: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 68: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 73: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++20  line 78: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  gcov: 12 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 14: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 21: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 23: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 37: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 43: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 48: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 53: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 58: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 63: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 68: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 73: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++26  line 78: is #####:should be 1
FAIL: g++.dg/gcov/pr16855-priority.C  -std=gnu++98  gcov: 12 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
